"full_name","url","description","language","stars","forks","archived","created_at","updated_at","pushed_at","topics"
"ElijahCuff/Tas-GRN-Collection","https://github.com/ElijahCuff/Tas-GRN-Collection","Tasmania Government Radio Network Collection","PHP","0","0","False","2022-07-30T12:37:24Z","2022-12-31T07:11:51Z","2023-08-01T08:00:29Z",""
"nebiolabs/tasmanian-mismatch","https://github.com/nebiolabs/tasmanian-mismatch","Analysis of artifacts in high throughput sequencing data from genomic DNA.  ","HTML","0","1","False","2019-09-20T21:24:28Z","2026-05-07T11:32:11Z","2026-05-12T17:33:06Z",""
"sarikshyaadhikari/explore-tasmania","https://github.com/sarikshyaadhikari/explore-tasmania",,"HTML","0","0","False","2026-04-29T07:07:17Z","2026-04-29T12:14:38Z","2026-04-29T12:14:33Z",""
"tlawrence3/Tasmanian-Devil","https://github.com/tlawrence3/Tasmanian-Devil",,"Python","0","0","False","2015-07-22T16:51:23Z","2018-05-10T23:49:22Z","2018-05-10T23:49:20Z",""
"GLAM-Workbench/libraries-tasmania","https://github.com/GLAM-Workbench/libraries-tasmania",,"Jupyter Notebook","0","0","False","2022-09-15T04:21:45Z","2022-09-15T04:21:50Z","2022-09-15T06:39:57Z",""
"marcodejongh/ferry-checker","https://github.com/marcodejongh/ferry-checker","Checks for ferries to Tasmania","JavaScript","0","0","False","2023-03-01T04:48:40Z","2023-03-01T05:43:48Z","2023-03-01T23:31:53Z",""
"fabianmartinezfuentes/ENG763_FinalProject","https://github.com/fabianmartinezfuentes/ENG763_FinalProject","10 pond dispatch code - Tasmania",,"0","0","False","2025-10-22T06:17:58Z","2025-10-22T10:09:10Z","2025-10-22T10:09:07Z",""
"SanchoDev39/ExploreFlindersIsland","https://github.com/SanchoDev39/ExploreFlindersIsland","Webpage About Flinders Island - Tasmania","JavaScript","0","0","False","2024-09-30T01:46:42Z","2025-12-29T05:04:07Z","2026-01-13T13:19:59Z",""
"Karmen0214/Tasmania-2026","https://github.com/Karmen0214/Tasmania-2026",,,"0","0","False","2026-04-10T03:00:07Z","2026-04-10T04:29:15Z","2026-04-10T04:29:12Z",""
"ayano00/tasmania-life","https://github.com/ayano00/tasmania-life",,"JavaScript","0","0","False","2020-10-10T14:04:51Z","2020-10-18T17:26:45Z","2020-10-18T17:26:43Z",""
"BLOC3AN/AgentTasmania","https://github.com/BLOC3AN/AgentTasmania",,"Python","1","0","False","2025-09-06T03:53:52Z","2025-09-13T05:03:03Z","2025-09-13T05:03:00Z",""
"43South/Tasmanian-Councils","https://github.com/43South/Tasmanian-Councils",,,"0","0","False","2021-09-30T10:16:30Z","2021-09-30T10:16:30Z","2021-09-30T10:16:30Z",""
"chrmccar/tasmania_seasons","https://github.com/chrmccar/tasmania_seasons","A dataset of seasonal changes in Tasmanian ","Python","0","0","False","2025-03-20T16:53:31Z","2025-03-25T14:08:36Z","2025-03-25T14:08:33Z",""
"RedThreadGrp/tasmanian_treasures","https://github.com/RedThreadGrp/tasmanian_treasures","handcrafted art and jewelry from the shores of tasmania australia","JavaScript","0","0","False","2025-08-25T16:30:51Z","2025-08-29T03:04:39Z","2025-08-29T03:04:36Z",""
"travelens/tasmania-2023","https://github.com/travelens/tasmania-2023","We returned back to Tasmania after 5 years on 27 March-3 April 2023 to discover what has changed since the COVID lockdown.","Astro","0","0","False","2023-04-21T07:42:26Z","2025-03-04T06:59:56Z","2025-03-04T06:59:45Z",""
"hammad8321/Tasmania-Project","https://github.com/hammad8321/Tasmania-Project",,"HTML","0","0","False","2024-11-07T22:42:35Z","2024-12-05T01:01:06Z","2024-12-05T01:01:02Z",""
"acatling/eucalyptus-tasmania-project","https://github.com/acatling/eucalyptus-tasmania-project",,"R","0","0","False","2022-08-01T06:11:22Z","2023-04-10T22:05:51Z","2023-11-01T03:17:09Z",""
"justDlight/Shop_Tasmania_CSS","https://github.com/justDlight/Shop_Tasmania_CSS","This code was developed by John Weiss for the Shop Tasmania Application.","CSS","1","0","False","2023-03-15T02:32:10Z","2023-03-15T03:42:52Z","2023-03-15T04:14:45Z",""
"wragge/chinese-tasmania","https://github.com/wragge/chinese-tasmania",,"HTML","0","0","False","2023-04-28T02:07:13Z","2025-08-08T07:42:54Z","2025-08-08T07:42:51Z",""
"SofiaDL03/Airbnb_Tasmania","https://github.com/SofiaDL03/Airbnb_Tasmania",,"Jupyter Notebook","0","0","False","2023-11-07T09:39:11Z","2023-11-30T15:35:27Z","2023-11-30T15:35:10Z",""
"yanter/ccat","https://github.com/yanter/ccat","Chinese Community Association of Tasmania","Astro","0","0","False","2026-01-27T21:46:11Z","2026-01-28T11:32:01Z","2026-01-28T11:31:54Z",""
"sergioiglevar/AIRBNB_TASMANIA","https://github.com/sergioiglevar/AIRBNB_TASMANIA","¿Es buena opcion Tasmania para invertir en viviendas turísticas?","Jupyter Notebook","0","0","False","2024-11-03T13:15:28Z","2024-11-03T13:37:34Z","2024-11-03T13:37:31Z",""
"RIKO910/tasmania-listing","https://github.com/RIKO910/tasmania-listing",,"PHP","0","0","False","2025-09-30T10:29:34Z","2025-09-30T10:30:26Z","2025-09-30T10:30:22Z",""
"olavobm/ITEnergySoutheastTasmania","https://github.com/olavobm/ITEnergySoutheastTasmania",,,"0","0","False","2021-01-13T03:08:13Z","2021-01-13T03:08:17Z","2021-01-13T03:08:15Z",""
"wragge/chinese-tasmania-jlite","https://github.com/wragge/chinese-tasmania-jlite",,"Jupyter Notebook","0","0","False","2025-08-15T04:04:38Z","2025-08-15T04:24:44Z","2025-08-15T04:24:41Z",""
"Dattle31/tasmanian-trouts-react","https://github.com/Dattle31/tasmanian-trouts-react",,"JavaScript","0","0","False","2022-12-01T12:38:00Z","2022-12-01T12:38:17Z","2022-12-07T23:20:30Z",""
"koreshkovaan/Tasmanian-Koresh","https://github.com/koreshkovaan/Tasmanian-Koresh",,,"0","0","False","2017-01-12T06:48:25Z","2017-01-12T06:48:25Z","2017-01-12T06:48:25Z",""
"izac-peterson/tasmania-test","https://github.com/izac-peterson/tasmania-test",,"HTML","0","0","False","2026-04-21T14:20:37Z","2026-04-22T21:25:31Z","2026-04-22T21:25:27Z",""
"sdturcic/Tasmania_Soil","https://github.com/sdturcic/Tasmania_Soil","This is a repository for WLF5530 final project.","HTML","0","0","False","2025-09-11T18:15:18Z","2025-12-12T20:53:08Z","2025-12-12T20:53:04Z",""
"ShionAries/jaeger_tango_tasmania","https://github.com/ShionAries/jaeger_tango_tasmania","Solo para pruebas de desarrollo AndroidStudio","Java","0","0","False","2017-05-04T01:58:38Z","2017-05-09T04:34:00Z","2017-05-09T04:33:59Z",""
"TorreyJS/Tasmania-Carcass","https://github.com/TorreyJS/Tasmania-Carcass",,"R","0","0","False","2025-03-17T18:39:59Z","2025-03-28T20:12:02Z","2025-09-11T17:02:32Z",""
"taitetaikid/Tasmanian-Zoom","https://github.com/taitetaikid/Tasmanian-Zoom",,,"0","0","False","2025-08-30T04:38:31Z","2025-08-30T04:39:53Z","2025-08-30T04:39:49Z",""
"celinaczy/tasmanian-star","https://github.com/celinaczy/tasmanian-star",,,"0","0","False","2025-08-14T13:43:21Z","2025-08-14T13:43:22Z","2025-08-14T13:43:22Z",""
"stanley0212/TasEatsServer","https://github.com/stanley0212/TasEatsServer","Tasmania Food Delivery for Restaurant Store","Java","0","0","False","2021-04-03T14:22:53Z","2021-04-03T14:24:25Z","2021-04-03T14:24:22Z",""
"BR-JB-JR-Group-Projects/BWH-002-UHack-2018","https://github.com/BR-JB-JR-Group-Projects/BWH-002-UHack-2018","Entry for UHack Tasmania 2018","Java","0","0","False","2018-07-12T23:33:14Z","2018-07-14T09:57:26Z","2018-07-14T22:03:10Z",""
"Atlantis-Ecosystem-Model/South_East_Tasmania_model","https://github.com/Atlantis-Ecosystem-Model/South_East_Tasmania_model","South East Tasmania Atlantis model","TypeScript","1","1","False","2018-10-31T22:36:01Z","2022-05-02T09:16:36Z","2022-07-01T03:52:04Z",""
"DotFor/Tasmanian_Tiger","https://github.com/DotFor/Tasmanian_Tiger","Castel Gandolfo",,"0","0","False","2019-03-14T15:56:35Z","2019-03-14T16:13:53Z","2019-03-14T16:14:38Z",""
"wwkong/Exp-TASMANIAN","https://github.com/wwkong/Exp-TASMANIAN","Experimental features for TASMANIAN","C++","0","0","False","2022-08-16T14:40:26Z","2022-08-16T14:41:41Z","2022-08-16T14:42:01Z",""
"TsaiZinan/tasmania-will","https://github.com/TsaiZinan/tasmania-will",,"JavaScript","1","0","False","2022-07-03T11:44:06Z","2022-07-05T14:05:38Z","2022-07-05T19:25:52Z",""
"stanley0212/TasEatsDriver","https://github.com/stanley0212/TasEatsDriver","Tasmania Food Delivery for Driver","Java","0","0","False","2021-04-03T14:20:40Z","2021-04-03T14:21:56Z","2021-04-03T14:21:53Z",""
"jakedoren/lost-in-tasmania","https://github.com/jakedoren/lost-in-tasmania",,"JavaScript","0","0","False","2021-06-26T17:49:09Z","2021-06-27T20:38:57Z","2021-06-27T20:38:55Z",""
"cintiaiha/Tasmanian_Macrocystis_genotyping","https://github.com/cintiaiha/Tasmanian_Macrocystis_genotyping","Scripts and pipelines used for Tasmanian Macrocystis pyrifera nuclear genome and genotyping.","HTML","0","0","False","2022-05-05T02:05:16Z","2022-10-06T00:00:13Z","2022-10-06T03:16:24Z",""
"taziedevil/tasmanian-suburb-reports","https://github.com/taziedevil/tasmanian-suburb-reports",,"HTML","0","0","False","2025-05-07T05:07:51Z","2025-05-08T23:03:27Z","2025-05-08T23:03:24Z",""
"WangQuanmeng/Conservation-Prioritization-Tasmania","https://github.com/WangQuanmeng/Conservation-Prioritization-Tasmania","experiments on how to prioritize zone selections for conservation planning",,"0","0","False","2022-09-12T08:29:13Z","2022-09-12T08:29:13Z","2022-09-12T09:27:11Z",""
"lbesnard/River_Height_Tasmania","https://github.com/lbesnard/River_Height_Tasmania","A tool to send notification on twitter when a river is paddleable","Python","0","0","False","2014-05-15T07:01:49Z","2015-02-23T01:28:28Z","2016-02-15T00:05:28Z",""
"DynareJulia/BuildTasmanian_jll","https://github.com/DynareJulia/BuildTasmanian_jll",,"Julia","0","0","False","2024-02-14T21:03:49Z","2024-02-14T21:27:47Z","2024-02-15T14:44:29Z",""
"davidnvt/-THE-TASMANIAN-TIGER","https://github.com/davidnvt/-THE-TASMANIAN-TIGER",,"HTML","0","0","False","2026-05-05T02:27:25Z","2026-05-05T02:28:10Z","2026-05-05T02:28:06Z",""
"taitetaikid/Tasmanian-Tiger-Trot","https://github.com/taitetaikid/Tasmanian-Tiger-Trot",,,"0","0","False","2025-10-11T05:47:40Z","2025-10-11T05:48:24Z","2025-10-11T05:48:20Z",""
"ahpoi/tasmania-overland-planner","https://github.com/ahpoi/tasmania-overland-planner",,"TypeScript","0","0","False","2026-03-23T11:47:48Z","2026-03-24T13:13:23Z","2026-03-24T13:13:18Z",""
"Getbusi/lgmtas","https://github.com/Getbusi/lgmtas","🌳 Lifestyle Garden Maintenance Tasmania website","HTML","0","0","False","2020-11-20T04:08:15Z","2026-03-02T03:54:29Z","2026-03-02T03:54:25Z",""
"peterfz30/gliding-tasmania-roster","https://github.com/peterfz30/gliding-tasmania-roster",,"HTML","0","0","False","2025-08-22T02:54:17Z","2025-08-22T02:57:40Z","2025-08-22T02:57:37Z",""
"betterfuture2025/okta-tasmania-2026","https://github.com/betterfuture2025/okta-tasmania-2026",,"HTML","0","0","False","2026-04-26T04:45:52Z","2026-04-26T05:00:54Z","2026-04-26T05:00:51Z",""
"Jlonndi/Tasmanian-RolePlay","https://github.com/Jlonndi/Tasmanian-RolePlay","Full source code for TassieRP with Custom Tasmanian Assets.. Releasing this project due to the fact it is abandoned and no longer worked on.. You may find some useful scripts in here maybe someone will get some use out of it.. Enjoy what was once tassieRP",,"1","0","False","2022-01-05T10:30:20Z","2022-05-24T15:59:45Z","2021-12-15T11:16:40Z",""
"KathyReid/round-tasmania-palette","https://github.com/KathyReid/round-tasmania-palette","A colour palette for Inkscape and GIMP based on Tania Walker's Round Tasmania artwork",,"0","0","False","2017-01-19T00:11:53Z","2017-01-19T00:11:53Z","2017-01-19T00:18:23Z",""
"530530530/North-Tasmania-Fishing","https://github.com/530530530/North-Tasmania-Fishing",,,"0","0","False","2025-05-14T10:02:12Z","2025-05-14T11:11:28Z","2025-05-14T11:11:24Z",""
